微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
N3RFuADwN,子系迭代旗舰系列除了全员安排无塑料支架2K极窄直屏，1.5K和2K屏幕都要下探更低价位段，疯狂普及~  ,,无,无,无,2023-06-05 10:10,无,3916,33,753
N3RcRl5nC,1英寸主摄+全新大底潜望长焦+百瓦闪充+玻璃机身  ,,无,无,无,2023-06-05 08:59,无,4198,34,1081
N3D96z5QO,某厂响应很快呀，80W无线充刚刚解禁没多久，明年的新机就开始下需求到80W甚至80W Pro，无线充又要大提速了  ,,无,无,无,2023-06-03 21:12,无,5476,34,719
N3zUx7afE,摸了下产线物料信息，蔚来确实在做手机，感觉现在很多手机厂商开始进军新能源汽车，新能源汽车又瞄准手机这个赛道了😂  ,,无,无,无,2023-06-03 12:58,无,4789,31,560
N3yHA8eHN,看现阶段设计指标，骁龙7 Gen3一般般，骁龙7+Gen3是向骁龙8+Gen1靠拢，最多卡在这个百万左右的性能档位挤牙膏，看看天玑8300会不会突出重围吧[收到]  ,,无,无,无,2023-06-03 09:53,无,3642,31,478
N3sFOvhbL,粮厂最近生产的各种电池全是单电芯5000mAh±  ,,无,无,无,2023-06-02 18:32,无,4942,23,942
N3qN78z9j,魅族原本计划今年底发布的折叠屏推倒重做了，官方回应和我之前摸到的消息没差。阿魅原计划的折叠屏一个是竞争力不够，再者现阶段的体量比较难撑起折叠屏的价位，还是安心打磨直板机比较妥当，比如骁龙8G3的魅族21系列正常推进中。  [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/006BlblIly1hejldr8zwkj313j0frte3.jpg,http://ww1.sinaimg.cn/large/006BlblIly1hejldrkan1j313y18sqa1.jpg",无,无,2023-06-02 13:45,无,2517,23,454
N3qiefFx5,Redmi 12，红米这个入门款新机才是M19，没记错的话工程机是Helio G88处理器+18W快充67W快充头，FHD+90Hz LCD，竟然是玻璃后盖。然后还有一个骁龙680的11英寸2K 90Hz入门款平板，不知道会不会有国行版  原图 ,,https://wx1.sinaimg.cn/large/006BlblIly1hejqw3mm4yj313y0p0gwq.jpg,无,无,2023-06-02 12:28,无,3040,30,517
N3pTrsKeV,天玑9300十有八九要赶在骁龙8G3前面发布，vivo X100系列首发是板上钉钉，就看除了蓝厂还有哪几家会首批搭载了，毕竟4*X4+4*A720全大核阵容成本不是一般高  ,,无,无,无,2023-06-02 11:27,无,3197,33,598
N3pnOwgZm,骁龙8+Gen2这个成本果然下不来，性价比机型还是选择了普通版本，比如加加真真。拼游戏体验的话，隔壁天玑9200+ Pixelworks插帧芯片不知道效果如何  原图 ,,https://wx4.sinaimg.cn/large/006BlblIly1hejn8wdtxgj31400eq76v.jpg,无,无,2023-06-02 10:09,无,3492,25,539
N3oSQuh4q,骁龙8 Gen3提前到了10月底发布，新机还是11月登场。目前来看首批机型中值得关注的是设计体验出挑的小米14系列，影像再突破的vivo X100系列，子系也有iQOO12系列、红米K70系列、一加12、真我GT5……  ,,无,无,无,2023-06-02 08:53,无,7797,90,1433
N3j4pgqJF,5月安兔兔性能榜出来了，iQOO Neo8 Pro携手发哥成功登顶，酷子这波直接压宝天玑9200+，剩下的机子全都是骁龙8G2自然被甩开了  [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/006BlblIly1heivogkbt2j30sm0ljn1i.jpg,http://ww3.sinaimg.cn/large/006BlblIly1heivoi3ofgj32dc1s07kj.jpg,http://ww4.sinaimg.cn/large/006BlblIly1heivojcspij32dc1s07na.jpg",无,无,2023-06-01 18:05,无,2181,17,406
N3hFVzcJ9,红米两款未发布新机以及iQOO11S蓄势待发，都支持5G异网漫游功能，等审批完正式上线就都能用了，今年要逐步铺开，5G接入网共建共享，不管用哪家运营商的号，只要所处地有5G信号就可以接入  原图 ,,https://wx1.sinaimg.cn/large/006BlblIly1heipiv245qj31o011twv2.jpg,无,无,2023-06-01 14:32,无,2653,22,618
N3haUxHl1,蓝厂迭代影像定义非常有意思，差不多就是中杯打竞品的大杯，大杯某些镜头规格也出挑，比如主摄和潜望镜也可以碰一碰竞品的超大杯，懂我的意思吧  ,,无,无,无,2023-06-01 13:16,无,3697,28,716
N3gtC06i2,绿厂接下来比较重量级的新品就是Find N3和Watch5，大折叠的核心配置和外观都聊过了，代号Comet的eSIM全智能新表还是方形曲屏，电池增加到570mAh，白色和黑色碳纤维挺好看，双芯平台深度联动新机  ,,无,无,无,2023-06-01 11:29,无,2336,25,472
N3fX64Qbv,最快下个月子系新旗舰的战斗打响，红米K60U、一加Ace2 Pro、iQOO11S、真我GT Neo5 Pro。三个骁龙8（+）G2对打一个天玑9200+，三个无塑料支架对打一个有塑料支架，三个1.5K对打一个2K  ,,无,无,无,2023-06-01 10:09,无,6785,61,1411
N3fzirRlv,"M43 1.33""英寸确实大得离谱，短时间内不会落地。看现阶段立项信息，下代超大杯主摄还是1英寸级别，但是增强版，然后下下代应该就会有更大的突破了~  ",,无,无,无,2023-06-01 09:10,无,2633,31,493
N39PY3scq,50Mp IMX9系公版新主摄要来了，尺寸还是1/1.4x±，会有一些新对焦技术和硬件升级，当然同样有非常勇的厂商在长焦端测试它……  ,,无,无,无,2023-05-31 18:35,无,2998,16,439
N391gxf6N,上半年真我GT Neo5系列卖得不错，今晚618官方第一次给了优惠，不过东子那边的百亿补贴比较给力，各种折扣后GT Neo5 16+512 2599，GT Neo5 SE 12+512 2099，东子这个朋友是能交的  ,,无,无,无,2023-05-31 16:30,无,2867,26,501
N38BD6kdN,vivo S17系列价格出来了，感觉可还行？  原图 ,,https://wx1.sinaimg.cn/large/006BlblIly1hehlh6gdl6j31o01o0gyz.jpg,无,无,2023-05-31 15:27,无,3334,24,570
N38jXtwEh,我族折叠屏旗舰寄了，后面再看吧  ,,无,无,无,2023-05-31 14:43,无,3231,19,531
N37CBlUlm,国产屏花活儿不少，3840Hz超高频PWM调光和1mm BM级别极窄四边框都落地了，技术探索向还有大区域超声波屏下指纹和单点3D人脸识别的集成方案[收到]  ,,无,无,无,2023-05-31 12:56,无,2879,23,472
N36MQyGjK,天玑9300补充说明一点，4+4没什么问题，只是目前样片调度还是1+3+4，1个高频超大核X4+3个中频超大核X4m+4个低频大核A720。跑分高于骁龙8G3，能耗待定。  ,,无,无,无,2023-05-31 10:49,无,3752,32,533
N36qby8ft,之前说过iQOO11S有个地方强过iQOO12，那就是快充功率，12可能没有200W，准备走大电池方案。然后塑料支架虽是大势，但去掉会影响一些功能规格，斟酌中  ,,无,无,无,2023-05-31 09:53,无,3383,29,713
N35ZtCWZe,14系列新奇迹备案了，23127PN0CC/23116PN5BC，不出意外还是11月的样子发，骁龙8G3新平台。然后除了N2N3，在实验室还看到一个从未有过前代的N7，等我再摸摸看~  ,,无,无,无,2023-05-31 08:47,无,3957,37,783
N30ksBnx6,天玑9300:台积电N4P工艺，CPU 4*X4+4*A720，GPU Immortalis-G720骁龙8 Gen3:台积电N4P工艺，CPU 1*X4+5*A720+2*A520，GPU Adreno 750  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/006BlblIgy1heg6pdyq5sj30tw0icmz0.jpg,http://ww1.sinaimg.cn/large/006BlblIgy1heg6pe9up3j30ty0s3jue.jpg",无,无,2023-05-30 18:23,无,4141,65,685
N2Y83Dw5O,vivo X Fold2和iQOO Neo8 Pro工程机都有16GB LPDDR5X+1TB UFS 4.0，但蓝厂貌似打算后期再出，前者大概暑期上新，后者估计要等内存价格合适再出  ,,无,无,无,2023-05-30 12:46,无,1978,17,301
N2XszBlb0,Redmi Note12T Pro，今年极其罕见的高性能高素质LCD机子，天玑8200 Ultra终于杀到了1.5K价位段[收到]  [组图共6张] 原图 ,,"http://ww3.sinaimg.cn/large/006BlblIgy1heg8520usnj34mo3344qs.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1heg854viucj34mo334kjn.jpg,http://ww1.sinaimg.cn/large/006BlblIgy1heg85c9zuhj34mo334hdv.jpg,http://ww3.sinaimg.cn/large/006BlblIgy1heg85fea5bj34mo334npg.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1heg856l7cpj34mo3341kz.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1heg859997xj34mo334kjn.jpg",无,无,2023-05-30 11:04,无,6915,49,1069
N2X2ja8Hz,MTK天玑9300的8核CPU：4个X4超大核+4个A720大核，新的#全大核# 架构设计。性能阻击A17，纸面功耗居然较上一代还降低了50%以上，发哥这是用了什么魔法  ,,无,无,无,2023-05-30 10:00,微博  weibo.com,5048,87,822
N2WEszQtB,骁龙8G2轻薄折叠屏奇迹除了常规补齐内屏镜头+50W无线充+5X潜望长焦+多角度悬停的常规版本，还有一个技术探索向的测试机，类似概念版首发行业新技术~  ,,无,无,无,2023-05-30 09:01,无,3121,23,487
N2RZrBC2c,2023Q1全球高端智能手机（500美元及以上）单品榜单，iPhone14系列强势霸榜，国产机上榜的有小米13和华为Mate50：  原图 ,,https://wx3.sinaimg.cn/large/006BlblIgy1hefjz98zwyj31jk0v7dk3.jpg,无,无,2023-05-29 21:09,无,10233,70,1080
N2QO4yWZE,哈人，欧加定制新双电芯容量在6000左右，100W  ,,无,无,无,2023-05-29 18:08,无,4096,23,971
N2Qa9vo0N,蓝厂有点意思，S17 Pro直接后置50Mp IMX766V超感知光谱主摄+12Mp IMX663 2X专业人像中焦，柔光环会自动识别环境光调整色温，样张确实更自然，阿蓝不温和地走进了夜景人像新赛道#中端机也开始卷影像了#  [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/006BlblIgy1heffbve738j30v91jk7jd.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1heffby18n1j33h0668b2c.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1heffbyz32jj30v91jkn8o.jpg,http://ww1.sinaimg.cn/large/006BlblIgy1heffc0cnf7j30v91jk7ju.jpg",无,无,2023-05-29 16:30,微博  weibo.com,1810,20,255
N2PRTuGxe,荣耀90系列价格出来了，感觉如何？  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/006BlblIgy1hefarbag7yj335s2dcnpe.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1hefarf0rbsj335s2dcnpe.jpg",无,无,2023-05-29 15:45,无,5531,24,1153
N2OScAnvg,"之前说一加Ace2 Pro工程机有京东方屏幕，难道就是Reno10 Pro+同款6.74""1.5K 1440Hz PWM？骁龙8G2满级性能满级散热面积配百瓦大电池，还是有点东西  [组图共2张] 原图 ",,"http://ww3.sinaimg.cn/large/006BlblIly1hed7tm1vk5j34mo3341kz.jpg,http://ww1.sinaimg.cn/large/006BlblIly1hed7tdadjwj34mo334qv7.jpg",无,无,2023-05-29 13:13,无,2563,21,549
N2OaJ6MHE,ARM Cortex X4/A720/A520终于来了，相较于前代X4性能提升15%/功耗降低40%，A720能效提升20%，A520能效提升了22%。天玑9300和骁龙8G3规格都说过，可以开始压宝了  ,,无,无,无,2023-05-29 11:26,无,4129,43,617
N2NKx4e7K,除了全系标配中大底潜望镜，还有标配IMX9xx  ,,无,无,无,2023-05-29 10:21,无,3101,34,674
N2NoErOSY,Redmi Note12T Pro，这机子看外观就知道怎么回事了，主打144Hz LCD变速高刷原色屏+天玑8200 Ultra处理器+12GB+512GB大内存。  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/006BlblIly1heezm47jg5j31400n9q8n.jpg,http://ww3.sinaimg.cn/large/006BlblIly1heezlz28ipj31o01avai3.jpg",无,无,2023-05-29 09:27,无,4696,34,941
N2NaiuUxr,2.5D大直屏那个打样方案搭配直角中框，手感会比较炸裂，但极窄直屏观感很好，且边框控制优于小屏。3D大曲屏方案同样是极窄四边，BM黑边1mm级别，盖板微弧，搭配亮面弧形电池盖手感好，看怎么选择吧~  ,,无,无,无,2023-05-29 08:52,无,2852,29,577
N2xLq2ovs,iQOO Neo8 Pro/天玑9200+，这个性能实测数据可以参考一下，毕竟后面有不少新机用简单来说，CPU GPU全面提频，极限性能确实比较好看。但游戏中能效比提升幅度不大，因为大核超大核几乎不会满载，王者功耗数据还是好看的，吃鸡和原神略高。基本持平骁龙8G2，放到3K价位还是不错。  [组图共5张] 原图 ,,"http://ww1.sinaimg.cn/large/006BlblIgy1he8kks6yc6j32dc1s07na.jpg,http://ww1.sinaimg.cn/large/006BlblIgy1he8kkqa1kcj32dc1s07kj.jpg,http://ww3.sinaimg.cn/large/006BlblIgy1he8kkszvxzj313x1d8hac.jpg,http://ww3.sinaimg.cn/large/006BlblIgy1he8kktl1p3j313z1op7oa.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1he8kku3khej313x1p3kbb.jpg",无,无,2023-05-27 17:39,无,3247,28,603
N2vT3ieTW,这个投票竟然能胶着起来。在同等成本条件下，大部分厂商后面的新机都选择了长焦，因为金属中框很难作为卖点写上PPT  原图 ,,https://wx3.sinaimg.cn/large/006BlblIly1he3i5tguq7j313y17lgrj.jpg,无,无,2023-05-27 12:53,无,6219,23,825
N2uDV4QJ2,之前说过阿绿64Mp OV64B潜望镜其实是打了时间差，年底同款焦段更长的蓝蓝标准版是同价位，然后各家子系和旗舰中杯也要上素质不错的中长焦/潜望镜  原图 ,,https://wx2.sinaimg.cn/large/006BlblIgy1hecowri2uaj313y0knwlc.jpg,无,无,2023-05-27 09:43,无,2565,36,514
N2poXyMMk,之前说过换屏换模具，大杯超大杯也要大大收窄边框~  ,,无,无,无,2023-05-26 20:22,无,3961,19,752
N2oHvdOrn,乐，前两天你们不是说加加的Ace2降价200太少了嘛，结果没想到半路杀出来个东哥，平台掏钱再补200，这么一算直降400。你们说的价格给力一切都不是问题，这回满意了吧  ,,无,无,无,2023-05-26 18:35,无,5839,26,690
N2obDjMtc,RedmiBook 14应该都拿到了吧，2.8K 120Hz LCD+i5-12500H/i7-12700H+16GB+512GB，做工质感确实入门款水平，但3699价格摆在那里，比较适合当上网课或者轻办公备用机，按需上车吧  [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/006BlblIly1hebwjy2g5nj34mo334kjo.jpg,http://ww1.sinaimg.cn/large/006BlblIly1hebw2wbvtmj31kw2dcqv5.jpg",无,无,2023-05-26 17:16,无,1912,22,389
N2ncDivz5,早  ,,无,无,无,2023-05-26 14:46,无,2021,5,539
N2mH2cUGs,早  ,,无,无,无,2023-05-26 13:28,无,1596,18,296
N2lQ9FqIJ,"摸了一下行业信息，明年果子主力屏幕尺寸确实要加大，特别是超大杯Pro Max（Ultra），极有可能是为了同时塞下1/1.14""超级大底和潜望长焦，果子的影像旗舰  ",,无,无,无,2023-05-26 11:18,无,4612,52,727
N2lmDazYY,超声波屏下指纹一直是等级森严的规格，在骁龙8G3迭代旗舰机身上也比较少见。国内应该还是只有蓝厂和魅族有，而且蓝厂不会下放，iQOO Pro和X Pro+独占。  ,,无,无,无,2023-05-26 10:05,无,7081,43,1324
N2l0jBrqu,"荣耀X50：6.78""2652×1200p 1.5K高频调光曲屏，前置8Mp，后置108Mp+2Mp，5700/5800mAh，国内首发三星4nm骁龙6 Gen1，7.98mm/185g。去年耀子哥率先把曲面屏下放千元档，这次又推1.5K曲屏+亿级像素，千元档不知道会不会来个大普及[收到]  ",,无,无,无,2023-05-26 09:10,无,2661,17,560
N2fyv7XNM,荣耀Magic V2备案了两个版本，听说还有个骁龙8+，全员大内存，毕竟荣耀90 Pro都有16+512GB。竞品还是小米MIX Fold3和OPPO Find N3，都是很轻薄的全能大折叠。荣耀X50 1.5K千元曲面屏也快了  原图 ,,https://wx3.sinaimg.cn/large/006BlblIgy1heau9qztn7j313y0gbq8k.jpg,无,无,2023-05-25 19:18,无,2289,25,435
N2f7nwnUd,大伙儿来成都肯定是要看大熊猫的吧，真我11 Pro+在2X和4X无损变焦倍率下的画质真不错，毛发清晰靓丽，拍到的家欣好可爱，又双叒叕在自挂东南枝  [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/006BlblIgy1heasii0atlj31uo2s0qv7.jpg,http://ww3.sinaimg.cn/large/006BlblIgy1heasikgoq3j31uo2s0qv6.jpg,http://ww1.sinaimg.cn/large/006BlblIgy1heasinfht5j31uo2s0b2a.jpg",无,无,2023-05-25 18:11,无,1420,8,230
N2eDn34TB,同样2499起，小米Civi3和OPPO Reno10选哪个？ 极限二选一  ,,无,无,无,2023-05-25 16:57,无,44451,21,724
N2dSatHOK,小米Civi 3，首先目标人群是喜欢自拍和极致轻薄的用户，其它用户可以直接划走了。这一代质感其实是提升了不少，虽然依旧是塑料中框，但喷砂工艺和弧面玻璃背板的衔接做工有所精进，轻薄化持握手感还不错，同色系拼色设计也蛮潮流。32Mp+32Mp前置双摄真滴顶，78°-100°多视野多焦段，前置双画质人像算法的操作有点像徕卡，自拍的质感确实不错，感觉比后置IMX800 OIS更吸引人。1080p算是小短板，天玑8200 Ultra王者吃鸡流畅90帧问题不大，整体看就是Pro级配置，标准版价格             [组图共9张]      原图                             ,,"http://ww3.sinaimg.cn/large/006BlblIly1he9thwexgkj33344mokjo.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1heamzw5pz9j33344moe84.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1hean02m6zyj33344mo1l3.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1hean07ejzuj33344mox6v.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1hean0bl4moj33344mox6r.jpg,http://ww3.sinaimg.cn/large/006BlblIgy1hean0dsv21j33344moe83.jpg,http://ww3.sinaimg.cn/large/006BlblIgy1hean0i4tzgj33344mox6s.jpg,http://ww1.sinaimg.cn/large/006BlblIgy1hean0mtslij33344monpj.jpg,http://ww3.sinaimg.cn/large/006BlblIgy1hean0qftzpj33344moe83.jpg",无,无,2023-05-25 15:01,无,4506,103,861
N2d9RnULs,DX3/SM8650全系全线百瓦，新快充头支持融合快充  ,,无,无,无,2023-05-25 13:12,无,1806,14,296
N2cBxbxch,骁龙8+Gen2基本就只是超频，但价格涨了不少，性价比机型不一定会用。目前听闻MMOi这几家有在测试  ,,无,无,无,2023-05-25 11:47,无,2850,27,437
N2cf1kxiO,卢伟冰表示小米会坚定不移投入芯片研发，小米造芯的目的是提高终端的竞争力，提升用户体验。  ,,无,无,无,2023-05-25 10:52,无,10503,47,1416
N2bXheFoW,SM8650-5000mAh±90/120W+50W Pro~  ,,无,无,无,2023-05-25 10:08,无,2239,17,584
N2byfvhya,"vivo S17/S17 Pro，全系标配曲屏6.78""1.5K 2160Hz PWM，Pro：天玑8200，50Mp/50Mp IMX766V+8Mp IMX355+12Mp IMX663 2X，4505mAh-min+80W，光学屏下指纹+塑料中框，7.46mm/188g……  原图 ",,https://wx2.sinaimg.cn/large/006BlblIly1heach6jzlej32ca1i8kbq.jpg,无,无,2023-05-25 09:06,无,1978,18,407
N26kQ4Opa,"荣耀90系列核心规格，猜猜价格吧：6.7""1.5K+120Hz 3840Hz PWM，居中单孔四曲屏，前置单摄50Mp，后置三摄200Mp HP3 1/1.4"" f/1.9，5000mAh+66W，2.5GHz 骁龙7 Gen16.78""1.5K+120Hz 3840Hz PWM，居中双孔四曲屏，前置双摄50Mp，后置三摄200Mp HP3 1/1.4"" f/1.9，32Mp 68mm 2.5X，5000mAh+90W，3.0GHz 骁龙8+                                 ",,无,无,无,2023-05-24 19:50,无,3080,25,651
N25PjoZwG,昨晚Redmi K60卖的确实是出乎意料的好，预售销量是主要竞品的15倍，看来有一大堆大获全胜的等等党  ,,无,无,无,2023-05-24 18:32,无,8910,43,1275
N25la5XvG,天玑9300如果单看性能指标，CPU强不少，GPU某子项分比骁龙8G2高20％+，目前跑分接近于骁龙8G3。具体还是得看量产机能耗，新机进度是比较可观的  ,,无,无,无,2023-05-24 17:18,无,2536,23,332
